,FaqID,FaqQuestion,FaqAnswer
1135,109161,"How do I change the serpentine belt on my 98 Malibu, do I need special tools? I need to change out the water pump, it is leaking, thought the belt may need to be changed at this time too. It has been wet.","Breaker bar and socket are all the tools you need. Find the tensioner and twist it like the other guys say. But, one of the great improvements of the serpintene belt over the old belts is that they rarely need to be changed in the life of the car. If it is damaged or glazed in some way then change it. Other than that, just put the old one back on."
1136,19527,how to change hi pressure ac hose on nissan xterra? ,"The biggest part of changing this line is to make sure that the A/C system has no refridgerant inside before removing the line.  The refridgerant can not be vented to the air per the E.P.A. so it must be recovered by some sort of service department.  Other than that, the line should come off with a few hand tools."
1137,70167,how do i repair the reflective surface of a mirror? ,"The reflective surface is on the back. You can get mirror silver but it is difficult to make a good patch. I did it on one of my grandmothers mirrors and it isn't too bad. I found my ""paint"" at a shop that cuts mirrors. Found them in the yellow pages in Chattanooga.Good Luck"
1138,33744,how to remove airbag labels from auto sun visors? ,"You should not remove these warning labels, they are there to warn of possible dangers."
1139,94119,How do I calibrate mechanical (mercury)  thermostat? ,Pull the front off it. On the back there should be an adjustment screw. Check it with another thermometer at room temperature. Adjust til your readings the same.
1140,31730,"How do you turn on the 'beep' on your home security pad, keypanel? When you open doors/windows it beeps? ",DEPENDING ON THE MODEL MY GUSS IS YOU ARE WITH ADT THERE IS A BOOKLET FOR THE KEYPAD
1141,60617,How do I replace the thermocouple on my gas furnace? ,What type of furnace? Which thermocouple? Are you a licensed plumber? Too little information to answer your question.
1142,95696,how to reduce rpm on 1996 VW polo car? ,Idle or while driving?Adjust the low idle?Drive slower?Put bigger tires on?Take you foot off the accelerator.
1143,16108,how to paint a car? ,"You need to wash the car thoroughly with soap and water,then wipe it down with a paint thinner to remove any wax or road tar, then sand with 400 grit wet/dry sand paper.rewash and wipe down,use a tac rag to make sure all dust is removed. You will need an air compressor and paint gun. I suggest you use enamle paint (it will cover laquers and enamels) to use laquer you will need make sure you don't have enamel paint already on your car(laquer is much hotter and may make enamel bubble if painted over).Next mix your primer and shoot with smooth strokes,sand with 600 mix paint and shoot,top to bottom to avoid runs, if you do get runs sand with 600 then buff."
1144,78424,"How do I reset the ""change oil"" light on a 2003 Lincoln Town Car? ","start car and close the door - press reset to clear any messages. - press status until ""oil life at XXX%- press reset to change"" press and release reset button and then press it and hold it in (display will tell you to do this) when oil life reset to 100% appears your done"
1145,61121,"How can I change double glazing windows, which have steamed in betweenwithout having to change the whole thing In between some of my double glazing windows there is steam which is now tranformed into water. The window are horrible and I cannot see outside very well. I ve been told that the seal got broken and I should change on of the two glasses.. I don t know where to find them..",The lite (the glass panel) must be replaced..  Ask local glazing/glass companies about how to identify the manufacturer and see about a warranty replacement
1146,30173,How to replace studs on a 2001 Dodge Durango? ,"Take the wheel, caliper, rotor off. knock the broken studs out and push the new ones in. reassemble"
1147,126934,How do I get the timing right when installing a gear drive in my small block chevy? ,"Line up timing marks as you would when changing chain. Remember, if gear drive IS NOT idler gear type (one that uses an idler gear between the cam and crank gear) and is direct drive type (one that the crank drives the cam directly) you will have to change camshaft and distributor gear because cam will turn the opposite way."
1148,126481,"How do I get a stripped screw out of the wall? brackets that hold guide rail going up stairs broke, but the screws holding the plate to the wall are stripped and stuck in. Any ideas?","Depending on the details...1.) Grab the head of the screw with a Vise Grips tool and use it to twist the screw out.2.) Use a saw or Dremel tool to cut a groove across the head of the screw and use a regular slotted screwdriver to take it out.3.) Invest in a screw remover tool, like an Easy Out- drill a small hole into the screw and drive a reverse threaded bit into it. As you keep tightening the reverse tool, it will turn the screw out.4.) Try a product like Screw Grab- a gritty material that makes screwdrivers or other tools fit the slot or hole in the head of the screw better.5.) If all else fails, just drill a hole about the size of the screw right into the screw and drill it away. You usually end up with a bigger, chewed hole this way, but you can fill the hole and try again."
